species_common_name,species_scientific_name,species_abbreviation,lat,count
Sooty shearwater,Puffinus griseus,PUFGRI,-40.733333333333334,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.666666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.666666666666664,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.666666666666664,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-40.666666666666664,3
Prion ,Pachyptila sp,PACSP,-40.666666666666664,4
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-40.666666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.56666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.56666666666667,2
Cape petrel,Daption capense,DAPCAP,-40.56666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-40.56666666666667,2
Prion ,Pachyptila sp,PACSP,-40.56666666666667,12
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.5,1
Prion ,Pachyptila sp,PACSP,-40.5,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.4,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.4,2
Cape petrel,Daption capense,DAPCAP,-40.4,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-40.4,4
Prion ,Pachyptila sp,PACSP,-40.4,15
Sooty shearwater,Puffinus griseus,PUFGRI,-40.4,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.2,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.2,1
Cape petrel,Daption capense,DAPCAP,-40.2,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-40.2,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.11666666666667,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.11666666666667,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-40.11666666666667,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-40.11666666666667,3
Cape petrel,Daption capense,DAPCAP,-40.11666666666667,5
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-40.11666666666667,4
Black petrel,Procellaria parkinsoni,PROPAR,-40.11666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.083333333333336,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.083333333333336,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.083333333333336,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-40.083333333333336,4
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-40.083333333333336,4
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40.083333333333336,2
Cape petrel,Daption capense,DAPCAP,-40.083333333333336,8
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-40.083333333333336,50
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-40.083333333333336,3
Sooty shearwater,Puffinus griseus,PUFGRI,-40.083333333333336,15
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.05,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.05,6
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.05,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-40.05,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-40.05,3
Salvin's mollymawk,Thalassarche salvini,THASAL,-40.05,1
Cape petrel,Daption capense,DAPCAP,-40.05,9
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-40.05,8
Westland petrel,Procellaria westlandica,PROWES,-40.05,1
Sooty shearwater,Puffinus griseus,PUFGRI,-40.05,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39.96666666666667,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39.96666666666667,3
